Dune Windbolt	units/dunefolk/rider/windbolt.png
Wyvern Rider	units/dunefolk/wyvern-rider.png
Dwarvish Arcanister	units/dwarves/arcanister.png
Dwarvish Berserker	units/dwarves/berserker/berserker.png
Dwarvish Dragonguard	units/dwarves/dragonguard/dragonguard.png
Dwarvish Explorer	units/dwarves/explorer.png
Dwarvish Fighter	units/dwarves/fighter.png
Dwarvish Guardsman	units/dwarves/guard.png
Dwarvish Lord	units/dwarves/lord.png
Dwarvish Miner	units/dwarves/miner.png
Dwarvish Pathfinder	units/dwarves/pathfinder.png
Dwarvish Runemaster	units/dwarves/runemaster.png
Dwarvish Runesmith	units/dwarves/runesmith.png
Dwarvish Scout	units/dwarves/scout.png
Dwarvish Sentinel	units/dwarves/sentinel.png
Dwarvish Stalwart	units/dwarves/stalwart.png
Dwarvish Steelclad	units/dwarves/steelclad.png
Dwarvish Thunderer	units/dwarves/thunderer/thunderer.png
Dwarvish Thunderguard	units/dwarves/thunderguard/thunderguard.png
Dwarvish Ulfserker	units/dwarves/ulfserker.png
Elvish Archer	units/elves-wood/archer.png
Elvish Avenger	units/elves-wood/avenger.png
Elvish Captain	units/elves-wood/captain.png
Elvish Champion	units/elves-wood/champion.png
Elvish Druid	units/elves-wood/druid.png
Elvish Enchantress	units/elves-wood/enchantress.png
Elvish Fighter	units/elves-wood/fighter/fighter.png
Elvish Hero	units/elves-wood/hero.png
Elvish High Lord	units/elves-wood/high-lord.png
Elvish Lady	units/elves-wood/lady.png
Elvish Lord	units/elves-wood/lord.png
Elvish Marksman	units/elves-wood/marksman.png
Elvish Marshal	units/elves-wood/marshal.png
Elvish Outrider	units/elves-wood/outrider/outrider.png
Elvish Ranger	units/elves-wood/ranger.png
Elvish Rider	units/elves-wood/rider/rider.png
Elvish Scout	units/elves-wood/scout/scout.png
Elvish Shaman	units/elves-wood/shaman.png
Elvish Sharpshooter	units/elves-wood/sharpshooter.png
Elvish Shyde	units/elves-wood/shyde.png
Elvish Sorceress	units/elves-wood/sorceress.png
Elvish Sylph	units/elves-wood/sylph.png
Direwolf Rider	units/goblins/direwolver.png
Goblin Impaler	units/goblins/impaler.png
Goblin Knight	units/goblins/knight.png
Goblin Pillager	units/goblins/pillager.png
Goblin Rouser	units/goblins/rouser.png
Goblin Spearman	units/goblins/spearman.png
Wolf Rider	units/goblins/wolf-rider.png
Gryphon	units/monsters/gryphon.png
Gryphon Master	units/dwarves/gryphon-master.png
Gryphon Rider	units/dwarves/gryphon-rider.png
Grand Knight	units/human-loyalists/grand-knight/grand-knight.png
Knight	units/human-loyalists/knight/knight.png
Lancer	units/human-loyalists/lancer/lancer.png
Paladin	units/human-loyalists/paladin/paladin.png
Horseman	units/human-loyalists/horseman/horseman.png
Bowman	units/human-loyalists/bowman.png
Cavalier	units/human-loyalists/cavalier/cavalier.png
Cavalryman	units/human-loyalists/cavalryman/cavalryman.png
Dragoon	units/human-loyalists/dragoon/dragoon.png
Duelist	units/human-loyalists/duelist.png
Fencer	units/human-loyalists/fencer.png
General	units/human-loyalists/general.png
Grand Marshal	units/human-loyalists/marshal.png
Halberdier	units/human-loyalists/halberdier.png
Heavy Infantryman	units/human-loyalists/heavyinfantry.png
Iron Mauler	units/human-loyalists/siegetrooper.png
Javelineer	units/human-loyalists/javelineer.png
Lieutenant	units/human-loyalists/lieutenant.png
Longbowman	units/human-loyalists/longbowman.png
Master Bowman	units/human-loyalists/masterbowman.png
Master at Arms	units/human-loyalists/master-at-arms.png
Pikeman	units/human-loyalists/pikeman.png
Royal Guard	units/human-loyalists/royalguard.png
Sergeant	units/human-loyalists/sergeant.png
Shock Trooper	units/human-loyalists/shocktrooper.png
Spearman	units/human-loyalists/spearman.png
Swordsman	units/human-loyalists/swordsman.png
Mage	units/human-magi/mage.png
Arch Mage	units/human-magi/arch-mage.png
Elder Mage	units/human-magi/elder-mage.png
Great Mage	units/human-magi/great-mage.png
Red Mage	units/human-magi/red-mage.png
Silver Mage	units/human-magi/silver-mage.png
White Mage	units/human-magi/white-mage.png
Mage of Light	units/human-magi/white-cleric.png
Outlaw	units/human-outlaws/outlaw.png
Assassin	units/human-outlaws/assassin.png
Bandit	units/human-outlaws/bandit.png
Footpad	units/human-outlaws/footpad.png
Fugitive	units/human-outlaws/fugitive.png
Highwayman	units/human-outlaws/highwayman.png
Rogue	units/human-outlaws/rogue.png
Ruffian	units/human-peasants/ruffian.png
Thief	units/human-outlaws/thief.png
Thug	units/human-outlaws/thug.png
Peasant	units/human-peasants/peasant.png
Royal Warrior	units/human-loyalists/royal-warrior.png
Woodsman	units/human-peasants/woodsman.png
Huntsman	units/human-outlaws/huntsman.png
Poacher	units/human-outlaws/poacher.png
Ranger	units/human-outlaws/ranger.png
Trapper	units/human-outlaws/trapper.png
Merman Brawler	units/merfolk/brawler.png
Merman Citizen	units/merfolk/citizen.png
Mermaid Diviner	units/merfolk/diviner.png
Mermaid Enchantress	units/merfolk/enchantress.png
Merman Entangler	units/merfolk/entangler.png
Merman Fighter	units/merfolk/fighter.png
Merman Hoplite	units/merfolk/hoplite.png
Merman Hunter	units/merfolk/hunter.png
Mermaid Initiate	units/merfolk/initiate.png
Merman Javelineer	units/merfolk/javelineer.png
Merman Netcaster	units/merfolk/netcaster.png
Mermaid Priestess	units/merfolk/priestess.png
Mermaid Siren	units/merfolk/siren.png
Merman Spearman	units/merfolk/spearman.png
Merman Triton	units/merfolk/triton.png
Merman Warrior	units/merfolk/warrior.png
Giant Ant	units/monsters/ant/ant.png
Giant Ant Egg	units/monsters/ant/ant_egg.png
Fire Ant Egg	units/monsters/ant/ant_egg.png
Fire Ant	units/monsters/ant/fire-ant.png
Fire Ant Queen	units/monsters/ant/fire-queen.png
Firebane Ant	units/monsters/ant/firebane-ant.png
Firebomb Ant	units/monsters/ant/firebomb-ant.png
Giant Ant Queen	units/monsters/ant/queen.png
Soldier Ant	units/monsters/ant/soldier.png
Cave Bear	units/monsters/bear/bear.png
Woodland Boar	units/monsters/boar/woodland.png
Piglet	units/monsters/boar/piglet.png
Caribe	units/monsters/caribe/caribe-shadow.png
Hunter Caribe	units/monsters/caribe/caribe-shadow.png
Nibbler	units/monsters/caribe/nibbler.png
Swamp Lizard	units/monsters/croc/crocodile.png
Cuttle Fish	units/monsters/cuttlefish.png
Dragonfly	units/monsters/dragonfly/young/dragonfly.png
Grand Dragonfly	units/monsters/dragonfly/grand/dragonfly.png
Dragonfly Naiad	units/monsters/dragonfly/naiad/naiad.png
Elder Falcon	units/monsters/falcon/elder-falcon.png
Falcon	units/monsters/falcon/falcon.png
Fire Dragon	units/monsters/fire-dragon.png
Fire Guardian	units/monsters/fireghost.png
Fire Wraith	units/monsters/firewraith/firewraith.png
Frost Stoat	units/monsters/stoat/stoat.png
Giant Mudcrawler	units/monsters/giant-mudcrawler.png
Giant Rat	units/monsters/giant-rat.png
Giant Scorpion	units/monsters/scorpion/scorpion.png
Giant Scorpling	units/monsters/scorpion/scorpling.png
Giant Spider	units/monsters/spider.png
Bay Horse	units/monsters/horse/horse.png
Black Horse	units/monsters/horse/horse-larger.png
Dark Horse	units/monsters/horse/horse.png
Great Horse	units/monsters/horse/horse-larger.png
White Horse	units/monsters/horse/horse.png
Icemonax	units/monsters/icemonax/young-icemonax.png
Great Icemonax	units/monsters/icemonax/great-icemonax.png
Jinn	units/monsters/jinn/jinn.png
Kraken	units/monsters/kraken/kraken.png
Mudcrawler	units/monsters/mudcrawler.png
Raven	units/monsters/raven/raven.png
War Harbinger	units/monsters/raven/harbinger.png
Dark Omen	units/monsters/raven/herald.png
Roc	units/monsters/roc.png
Rock Scorpion	units/monsters/scorpion/rock-scorpion.png
Sand Scamperer	units/monsters/scorpion/scorpling.png
Sand Scuttler	units/monsters/scorpion/sand-scuttler.png
Horned Scarab	units/monsters/scarab/scarab.png
Sea Serpent	units/monsters/seaserpent.png
Great Seahorse	units/monsters/seahorse.png
Shadow Jumping Spider	units/monsters/jumping-spider.png
Skeletal Dragon	units/monsters/skeletal-dragon/skeletal-dragon.png
Tentacle of the Deep	units/monsters/deep-tentacle.png
Water Serpent	units/monsters/water-serpent.png
Wild Wyvern	units/monsters/wyvern/wild-wyvern.png
Wolf	units/monsters/wolf.png
Direwolf	units/monsters/direwolf.png
Great Wolf	units/monsters/wolf-great.png
Yeti	units/monsters/yeti.png
Naga Dirkfang	units/nagas/mixed/dirkfang.png
Naga Fighter	units/nagas/fighter/fighter.png
Naga Guard	units/nagas/guardian/guardian.png
Naga High Guard	units/nagas/guardian/sentinel.png
Naga Shield Guard	units/nagas/guardian/warden.png
Naga Myrmidon	units/nagas/fighter/myrmidon.png
Naga Ophidian	units/nagas/mixed/ophidian.png
Naga Ringcaster	units/nagas/mixed/ringcaster.png
Naga Sicarius	units/nagas/mixed/sicarius.png
Naga Warrior	units/nagas/fighter/warrior.png
Naga Zephyr	units/nagas/mixed/zephyr.png
Ogre	units/ogres/ogre.png
Young Ogre	units/ogres/young-ogre.png
Orcish Archer	units/orcs/archer.png
Orcish Assassin	units/orcs/assassin.png
Orcish Crossbowman	units/orcs/xbowman.png
Orcish Grunt	units/orcs/grunt.png
Orcish Leader	units/orcs/leader.png
Orcish Nightblade	units/orcs/nightblade.png
Orcish Ruler	units/orcs/ruler.png
Orcish Slayer	units/orcs/slayer.png
Orcish Slurbow	units/orcs/slurbow.png
Orcish Sovereign	units/orcs/sovereign.png
Orcish Warlord	units/orcs/warlord.png
Orcish Warrior	units/orcs/warrior.png
Saurian Ambusher	units/saurians/ambusher/ambusher.png
Saurian Augur	units/saurians/augur/augur.png
Saurian Flanker	units/saurians/flanker/flanker.png
Saurian Javelineer	units/saurians/javelineer/javelineer.png
Saurian Oracle	units/saurians/oracle/oracle.png
Saurian Prophet	units/saurians/prophet/prophet.png
Saurian Seer	units/saurians/seer/seer.png
Saurian Skirmisher	units/saurians/skirmisher/skirmisher.png
Saurian Soothsayer	units/saurians/soothsayer/soothsayer.png
Saurian Spearthrower	units/saurians/spearthrower/spearthrower.png
Great Troll	units/trolls/great-troll.png
Troll Hero	units/trolls/troll-hero.png
Troll Rocklobber	units/trolls/lobber.png
Troll	units/trolls/grunt.png
Troll Shaman	units/trolls/shaman.png
Troll Warrior	units/trolls/warrior.png
Troll Whelp	units/trolls/whelp.png
Ghast	units/undead/ghast.png
Ghoul	units/undead/ghoul.png
Necrophage	units/undead/necrophage.png
Soulless	units/undead/soulless.png
Walking Corpse	units/undead/zombie.png
Ancient Lich	units/undead-necromancers/ancient-lich.png
Dark Adept	units/undead-necromancers/adept.png
Dark Sorcerer	units/undead-necromancers/dark-sorcerer.png
Lich	units/undead-necromancers/lich.png
Necromancer	units/undead-necromancers/necromancer.png
Banebow	units/undead-skeletal/banebow.png
Bone Knight	units/undead-skeletal/boneknight.png
Bone Shooter	units/undead-skeletal/bone-shooter.png
Chocobone	units/undead-skeletal/chocobone.png
Death Knight	units/undead-skeletal/deathknight.png
Death Squire	units/undead-skeletal/deathsquire.png
Deathblade	units/undead-skeletal/deathblade.png
Draug	units/undead-skeletal/draug.png
Revenant	units/undead-skeletal/revenant/revenant.png
Skeleton	units/undead-skeletal/skeleton/skeleton.png
Skeleton Archer	units/undead-skeletal/archer/archer.png
Skeleton Rider	units/undead-skeletal/rider.png
Ghost	units/undead-spirit/ghost-base.png
Nightgaunt	units/undead-spirit/nightgaunt.png
Shadow	units/undead-spirit/shadow-s-2.png
Spectre	units/undead-spirit/spectre.png
Wraith	units/undead-spirit/wraith-s.png
Ancient Wose	units/woses/wose-ancient.png
Elder Wose	units/woses/wose-elder.png
Wose	units/woses/wose.png
Wose Sapling	units/woses/wose-sapling.png
Wose Shaman	units/woses/wose-shaman.png
Fog Clearer	misc/blank-hex.png
